OBJECTID,TREE_ID,SUB_NAME,SUB_GENUS,SUB_SPECIES,SUB_VARIETY,PLANTS,USER_ID,DATE_ADDED,DATE_UPDATED,NAME,SUB_ID,NOTES,DBH,REVISIT_ID,REVISIT_DATE_ADDED,REVISIT_DATE_UPDATED,REVISIT_NOTES,REVISIT_TYPE,CROWN_VIGOR,LEAF_DEFOLIATIONF,LEAF_DISCOLORATIONF,FINE_TWIG_DIEBACKF,CROWN_LIGHT_EXPOSURE,CROWN_DENSITY_TRANS,INV_CROWN_VIGOR,PercImpervious
4,9989CB9E-E7B4-4F8F-ABFD-00DBEC808AFF,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,09:30.0,58:21.6,S-O18-CECA-009,3273,"DBH measured at 2'8""",2.2,4,13:33.0,,,2,2,2,2,1,5,35,4,72
6,79C383F6-A96A-48F9-86BA-01D2BE95C76E,red maple,Acer,rubrum,NA,ACRU                ,189796,56:02.0,16:04.9,S-Q21-ACRU-069,3247,,6.3,277,57:33.0,,,2,3,1,2,45,5,55,3,80
7,DE0C7E31-05AC-4206-B718-02B200C5813A,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,06:24.0,,S-P21-LAUN-001,6931,"DBH measured at 3'4""",1.45,363,08:00.0,,Bark blonding ,2,1,1,1,5,5,45,5,91
9,DBE4DD4B-107C-489D-BA04-037A5D623B18,Callery pear (Bradford pear),Pyrus,calleryana,NA,PYCA80              ,189796,57:37.0,,S-U21-PYCA-018,10957,"Dbh measured at 4'3""",19.5,444,58:45.0,,,2,1,1,2,1,4,5,5,40
10,1E7D1EA8-1D99-4855-9831-03EAB8B6DC61,juniper,Juniperus,spp.,NA,JUNIP               ,189796,36:33.0,,S-R21-JUUN-010,3640,,5,334,37:53.0,,,2,1,1,1,1,5,15,5,51
11,DC9F33F2-76D5-48A0-A1E7-044CF878AB54,willow oak,Quercus,phellos,NA,QUPH                ,189796,37:25.0,21:02.6,S-O18-QUPH-037,3343,,16.9,38,42:28.0,,,2,3,NA,2,5,4,35,3,79
17,2082A15D-39AF-4F61-9518-06B2C04513D1,willow oak,Quercus,phellos,NA,QUPH                ,189796,39:25.0,28:00.2,S-O18-QUPH-032,3343,,30.7,8,41:10.0,,,2,4,NA,4,15,3,45,2,69
18,F6411E12-F480-4BA1-8A43-06E8B8DD1F86,trident maple,Acer,buergerianum,NA,ACBU4               ,203642,36:09.0,,S-O21-ACBU-055,20243,,8.4,362,28:55.0,38:02.0,,2,1,1,2,1,5,15,5,27
20,DBB528FB-3705-442C-87F6-0720C8B54E00,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,45:12.0,58:35.0,S-O18-CECA-019,3273,"Measured at 2'11""",1.55,14,46:28.0,,,2,2,2,2,1,5,45,4,85
21,B91D927D-E184-4C9E-A261-0765879AB822,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,40:26.0,02:38.8,S-Q21-ZESE-065,18056,,12.05,273,41:41.0,,"Trunk damage, resprout",2,1,1,1,1,4,35,5,79
22,7019DB0F-5C55-43A3-BB38-07BBB6FA9FB5,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,56:20.0,04:40.6,S-Q21-GYDI-042,3986,,9.5,256,57:11.0,,Some epicormic branching,2,2,1,2,1,5,35,4,86
23,1AD215A8-C138-427B-BAB9-08674781CA48,willow oak,Quercus,phellos,NA,QUPH                ,179696,03:02.0,,S-O21-QUPH-037,3343,,35,144,04:29.0,,"Root decay, broken branches. ",2,2,1,2,1,5,45,4,37
24,D68B74C9-1645-4B5A-B667-0877DCE34FD6,elm,Ulmus,spp.,NA,ULMUS               ,189796,34:46.0,,S-P21-ULUN-020,3478,,1.4,381,36:33.0,,Broken branches low in canopy,2,2,1,2,20,5,75,4,60
25,E94FA44D-D24E-46F2-9BC2-08AB8E006B36,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,41:57.0,58:51.9,S-O18-CECA-013,3273,"Measured at 2'3""",1.6,8,43:31.0,,,2,2,2,2,1,5,15,4,53
27,FE06CEF7-D1CA-4E15-AFC7-0A9D1A104D11,Norway maple,Acer,platanoides,NA,ACPL                ,189796,18:17.0,,S-P21-ACPL-065,3002,"This tree is a 'Crimson sunset maple,' a hybrid between an Acer truncatum and an Acer platanoides. All the previous Acer platanoides are, too.",0.89,423,19:05.0,,"This tree is a 'Crimson sunset maple,' a hybrid between an Acer truncatum and an Acer platanoides. All the previous Acer platanoides are, too.",2,2,2,2,1,4,35,4,66
28,8EBF7B9B-9647-4DCA-A4D9-0B2D36C4DDB4,sugar maple,Acer,saccharum,NA,ACSA3               ,189796,59:38.0,,S-O21-ACSA-058,3249,,16,311,00:34.0,,,2,2,1,1,5,5,45,4,37
29,0764D700-ED97-40B9-A4D7-0B337DED76EB,trident maple,Acer,buergerianum,NA,ACBU4               ,203642,32:13.0,,S-O21-ACBU-053,20243,,6.2,84,33:34.0,,,2,1,1,1,1,4,25,5,27
31,2493124E-C98B-40D4-984F-0BD1A1D4BE6D,live oak,Quercus,virginiana,NA,QUVI                ,189796,05:54.0,,S-O21-QUVI-112,3349,,35,327,06:53.0,,,2,2,1,1,5,5,25,4,51
32,F3930370-68A5-4348-A9EF-0BD503872ED8,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,00:50.0,55:23.0,S-Q21-CACA-014,3258,,1.65,228,01:57.0,06:15.0,Dead,2,5,NA,NA,100,NA,0,1,84
33,2667D147-7C8F-4033-A568-0C58125BF9C4,maple,Acer,spp.,NA,ACER                ,189796,18:39.0,13:26.3,S-Q21-ACTR-060,3477,,3.9,268,20:11.0,,,2,1,1,2,1,4,15,5,74
34,74AC93B2-5B87-411B-9604-0C94A21E1DBB,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,29:17.0,,S-R21-CACA-008,3258,,0.7,332,30:05.0,,,2,3,2,1,20,5,65,3,51
35,E938FBD6-7B08-406A-B0BE-0D0F33E0EF71,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,33:43.0,04:54.5,S-Q21-GYDI-037,3986,,4.2,251,35:16.0,,Gash in branch,2,1,1,2,1,5,45,5,82
36,B8C6EFAA-DDC6-4E6D-9FFE-0D17863F668E,live oak,Quercus,virginiana,NA,QUVI                ,203642,27:42.0,,S-O21-QUVI-052,3349,,23.9,83,28:51.0,,,2,1,1,1,5,5,35,5,27
39,16B9B38C-9CDE-4468-A646-0EDC43333908,American elm,Ulmus,americana,NA,ULAM                ,189796,03:57.0,,S-P21-ULAM-038,3358,,1.45,397,05:24.0,,,2,2,1,2,15,5,65,4,60
41,A0204245-C50B-40AF-9DBF-10DF4D8E4B24,red maple,Acer,rubrum,NA,ACRU                ,189796,28:15.0,16:20.8,S-Q21-ACRU-028,3247,,5.9,242,29:54.0,,,2,3,1,2,25,5,45,3,83
42,B97F3611-AE96-4AE8-BE9F-11E5FD152470,willow oak,Quercus,phellos,NA,QUPH                ,189796,48:19.0,28:11.6,S-O18-QUPH-033,3343,,22.4,9,49:58.0,,,2,3,NA,3,1,4,25,3,69
43,8954F409-D7C0-4B25-A401-11FF3A113BA5,willow oak,Quercus,phellos,NA,QUPH                ,189796,18:08.0,28:27.8,S-O18-QUPH-036,3343,,43.7,37,19:31.0,,"Fungal conch, hole in trunk, broken Branch",2,2,1,1,5,4,45,4,49
45,C15D0885-E38F-42BB-AF99-12DB2472FEC3,red maple,Acer,rubrum,NA,ACRU                ,189796,52:05.0,16:35.7,S-Q21-ACRU-025,3247,,4.7,239,53:23.0,,,2,3,1,2,15,5,55,3,83
47,ABD347F0-4830-4F93-A27D-13614183FEC9,live oak,Quercus,virginiana,NA,QUVI                ,189796,45:51.0,,S-S22-QUVI-013,3349,"Dbh measured at 2'2""",36.6,437,47:09.0,49:07.0,,2,2,1,1,10,5,45,4,41
50,11F98461-7203-4319-B9E0-14CE9D533DD0,sweetgum,Liquidambar,styraciflua,NA,LIST2               ,189796,31:52.0,,S-T18-LIST-015,3296,,11.9,467,33:05.0,,Light stake extremely close to base.,2,2,1,1,5,2,45,4,8
51,6A1981E0-A70C-4694-A9C4-15224DF19D78,river birch,Betula,nigra,NA,BENI                ,189796,34:15.0,52:10.0,S-R21-BENI-023,3256,Protection at base; root diaper.,1.21,342,35:43.0,,Protection at base; root diaper.,2,3,1,1,30,4,65,3,54
54,A60B4700-5C0E-45BC-BECE-169537C05271,American elm,Ulmus,americana,NA,ULAM                ,189796,03:58.0,,S-R21-ULAM-017,3358,Protection at base; pole.,1.25,338,05:13.0,,Protection at base; pole.,2,2,2,2,1,5,45,4,11
55,AED1C6A7-4B26-4A78-B2AA-16CB48B2591E,plum/cherry,Prunus,spp.,NA,PRUNU               ,203642,41:04.0,,S-O21-PRYE-042,6898,Prunes yeodoensis,1.1,74,42:34.0,,,2,5,NA,NA,100,NA,95,1,11
59,F8B6E399-02E0-434B-831C-1A98AF2B5699,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,49:34.0,,S-P21-CECA-048,3273,,1,407,50:34.0,,Strange mulch.,2,4,2,5,15,4,55,2,64
61,A112A5B9-DFC9-4826-BF86-1AE24343CB6D,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,15:31.0,,S-P21-LAUN-003,6931,"DBH measured at 3'10""",1.6,365,17:09.0,,,2,1,2,1,1,5,45,5,86
64,BE82918F-6751-4165-B43F-1BDF4A84826E,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,33:56.0,,S-O21-LAUN-063,6931,,7,315,35:14.0,,,2,1,1,1,1,4,35,5,37
67,02C846A5-84FF-458B-8FE9-1C90C8ABC2F5,live oak,Quercus,virginiana,NA,QUVI                ,189796,01:24.0,,S-S22-QUVI-007,3349,"Dbh measured at 3'5""",37.1,431,03:52.0,15:46.0,,2,1,1,1,5,4,35,5,23
68,4AAD91FA-A76E-4313-8BDB-1CB893AEB6A3,unlisted plant,,,NA,,189796,12:55.0,,S-M19-NYSY-017,59420,,16.1,459,14:13.0,,Large branch dieback,2,2,1,2,5,2,35,4,10
69,8D1E4213-B095-434C-9425-1CFFE534BADC,red maple,Acer,rubrum,NA,ACRU                ,189796,51:53.0,17:01.5,S-Q21-ACRU-068,3247,,7.61,476,19:59.0,,,2,3,1,2,35,4,45,3,79
71,201F0F82-6574-47DE-A716-1DB0B0717A93,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,35:32.0,36:56.4,S-O18-CECA-002,3273,Dbh measured at 2',1.36,1,37:42.0,39:17.0,Protection at t,2,3,3,4,30,5,45,3,71
72,D70666C9-7F6E-4AFC-831B-1DD748B67A69,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,03:52.0,55:40.8,S-Q21-CACA-015,3258,,0.7,229,05:07.0,,Dead,2,5,NA,NA,100,NA,0,1,77
73,170A5C13-A3C5-4867-AF79-1E6249833ECD,unlisted plant,,,NA,,189796,22:14.0,,S-M19-NYSY-008,59420,"DBH measured at 2'7""",16.4,452,24:03.0,,Large branch dieback,2,2,2,2,1,3,25,4,27
74,E46F7ACE-BB04-451F-B50F-1E887F4CBEC7,red maple,Acer,rubrum,NA,ACRU                ,189796,56:09.0,17:15.7,S-Q21-ACRU-031,3247,,8.4,245,58:13.0,,,2,1,1,2,1,4,35,5,84
75,E3E14980-E5BD-4C6D-9700-1EC8659D7EA7,Chinese elm,Ulmus,parvifolia,NA,ULPA                ,189796,12:30.0,56:19.3,S-Q21-ULPA-046,6567,,11.7,260,13:47.0,,"Trunk decay, sign against trunk",2,1,1,1,1,4,15,5,81
76,8A01C8D0-5EB7-414D-B4A6-1EF134399524,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,30:11.0,49:41.3,S-P21-LAUN-043,6931,,1.51,402,31:12.0,,Trunk sprout.,2,2,2,2,5,5,45,4,65
77,89346148-2984-421A-AAFE-20805FDCF3F5,peach,Prunus,persica,NA,PRPE3               ,179696,26:12.0,20:36.4,S-O21-PRPE-024,6920,,1.45,131,27:18.0,,,2,1,1,1,1,5,35,5,18
80,B16D08EA-C02E-4813-A52A-225424051942,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,34:20.0,,S-P21-LAUN-008,6931,"DBH measured at 3'6""",1.6,369,35:36.0,,"Fungal conch, pruning scars with exposed wood, lower trunk resprout ",2,1,2,2,5,5,45,5,91
83,E7FE469D-1C69-4704-A1EF-234260ABB099,willow oak,Quercus,phellos,NA,QUPH                ,189796,35:04.0,27:23.2,S-O18-QUPH-050,3343,,12.31,51,36:39.0,,"Girdling roots, chlorotic leaves, fungus on leaves",2,3,1,3,5,3,45,3,77
84,0DBD4A64-5A57-4DB0-A587-23652F3AB4CF,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,11:42.0,33:00.7,S-R21-CACA-038,3258,,0.75,347,12:21.0,,Protection at base.,2,2,2,2,10,5,55,4,40
85,A9103CA2-3AE7-4F1B-B375-24962D7B2ED6,red maple,Acer,rubrum,NA,ACRU                ,189796,15:33.0,17:32.8,S-Q21-ACRU-059,3247,,9.8,477,25:47.0,,,2,2,1,2,10,5,35,4,74
86,8F2BA1CB-2636-48EB-83CF-255036B1EA62,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,28:12.0,02:51.3,S-Q21-ZESE-062,18056,,10.35,270,30:01.0,,,2,1,1,1,10,3,35,5,72
87,1A8154B9-1491-4173-AD3C-25BC56EFAE71,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,54:12.0,,S-O21-PRYE-057,6898,Prunus yedoensis,1.4,310,56:16.0,,,2,1,2,1,1,5,35,5,37
89,F2B8F531-C13C-4E26-8B4E-2632BA62D498,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,59:11.0,05:05.3,S-Q21-GYDI-043,3986,,4.6,257,03:12.0,08:29.0,"Bark blonding, epicormic branching",2,1,1,2,1,5,35,5,86
90,4E09487A-82FC-4882-82BF-2664120F57CF,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,10:35.0,20:09.6,S-U16-LAIN-005,6931,"Multistemmed: other dbhs 4.4, 4.7, 4.65, 4.9, 5",5,291,14:37.0,,,2,2,1,2,5,5,35,4,42
92,E794BC2E-36F6-40B3-B86C-26E3BADC6BB1,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,23:15.0,59:14.2,S-O18-CECA-016,3273,"Measured at 3'9""",1.8,11,25:41.0,,,2,2,2,2,1,5,55,4,69
93,57844421-405B-472A-BEEB-27722C34367B,red maple,Acer,rubrum,NA,ACRU                ,189796,05:40.0,17:54.2,S-Q21-ACRU-071,3247,,8.5,279,07:06.0,,,2,2,1,2,5,2,25,4,90
94,3A4DD769-735B-4201-90D7-279C3988BEF3,Callery pear (Bradford pear),Pyrus,calleryana,NA,PYCA80              ,189796,28:16.0,26:17.0,S-O21-PYCA-002,10957,We could not measure DBH because on private property.,17.51,307,30:10.0,,We could not measure DBH because on private property; some resprout from pruning scars.,2,1,1,1,5,4,35,5,51
95,8FC5A15A-E988-4F38-9288-27DDA7A05E2D,willow oak,Quercus,phellos,NA,QUPH                ,189796,59:19.0,27:34.7,S-O18-QUPH-054,3343,,14.8,55,01:10.0,,"Chlorotic leaves, some oozing, a bit of trunk sprout",2,4,1,4,1,4,35,2,82
96,2A87CD9D-12DA-4114-85FE-287C4D50220E,trident maple,Acer,buergerianum,NA,ACBU4               ,203642,38:23.0,,S-O21-ACBU-041,20243,,1.5,73,39:32.0,,,2,1,1,1,1,5,45,5,11
97,8B2B84B1-F6D8-41A2-88D3-28ADC9E65BA7,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,20:47.0,,S-P21-LAUN-004,6931,"DBH measured at 4'1""",2.5,366,22:02.0,,,2,1,2,2,5,5,45,5,92
98,4C0AD4F7-73A6-44F8-A96C-28C81B5CFD62,Freeman maple,Acer,x freemanii,NA,ACFR                ,189796,28:22.0,02:20.6,S-Q21-ACXF-051,55869,,6.5,263,30:16.0,,"Epicormic branching, yellowing leaves, broken branches, root decay",2,3,2,2,20,5,45,3,77
99,A0916A78-ACAC-4100-A673-292FFE0E6F00,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,53:23.0,13:50.4,S-O18-PRUN-024,6898,"Dbh measured at 1'5""",10.1,5,55:44.0,,,2,2,1,2,25,2,35,4,79
100,1EDADB74-76CE-45FE-8D50-293D9C202ED1,willow oak,Quercus,phellos,NA,QUPH                ,189796,40:31.0,,S-O21-QUPH-107,3343,,42.5,323,41:34.0,,,2,2,1,1,10,5,45,4,30
101,CD77E60F-FFFE-48C0-932A-2954903BF4FD,American elm,Ulmus,americana,NA,ULAM                ,189796,02:13.0,52:45.0,S-Q21-ULAM-007,3358,,4.4,221,03:17.0,,,2,1,2,1,1,5,15,5,72
104,F9A6315C-BC9A-4FB9-A91F-2B14583B432C,red maple,Acer,rubrum,NA,ACRU                ,189796,38:20.0,18:24.9,S-Q21-ACRU-022,3247,,5.3,236,39:51.0,,,2,3,1,2,25,5,45,3,72
105,17C2537B-58CC-4606-B97E-2B224E6ECF90,scarlet oak,Quercus,coccinea,NA,QUCO2               ,189796,26:18.0,,S-M19-QUCO-031,3328,"Dbh taken at 3'11""",20.6,465,27:51.0,,"Large branch dieback, insect defoliation in small amounts throughout crowm",2,2,2,2,10,4,35,4,51
106,590FAD9B-0228-4B11-BDBD-2BAC1642957C,unlisted plant,,,NA,,189796,13:11.0,,S-M19-NYSY-006,59420,Nyssa sylvatica,15.4,450,14:38.0,,,2,2,2,2,1,4,25,4,54
107,38D7B513-FF46-40EC-AA11-2C54F870B1D6,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,41:13.0,09:56.4,S-Q21-GYDI-039,3986,,6.11,253,42:08.0,,Root decay,2,1,1,1,1,5,45,5,82
108,37547CDC-294A-4273-B91C-2C7D0DD366E6,red maple,Acer,rubrum,NA,ACRU                ,179696,14:08.0,33:41.2,S-O21-ACRU-021,3247,,18.31,129,16:03.0,,Epicormic branching ,2,3,1,2,20,4,65,3,19
109,E5E65D3F-A0CB-4035-B1C5-2CDB8DA2C62A,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,10:43.0,53:40.9,S-P21-CECA-052,3273,The tree is slant.,1.05,411,11:58.0,,Significant basal sprout; the trunk is slant.,2,3,2,4,5,5,45,3,45
110,F82A00CA-6EEC-4522-9057-2DAADD64049F,winged elm,Ulmus,alata,NA,ULAL                ,189796,15:52.0,25:55.0,S-U16-ULAL-016,3357,,19.15,577,24:23.0,24:23.0,,2,3,1,2,45,4,75,3,6
112,D936607F-53B2-41F6-AB75-2DF95A099EF8,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,43:37.0,03:15.8,S-Q21-ZESE-066,18056,,8.4,274,44:58.0,51:24.0,,2,3,1,2,30,4,45,3,79
113,A4F1D9D2-DB80-4CCA-A4F3-2E85BFD6D590,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,36:39.0,59:30.0,S-O18-CECA-012,3273,"DBH measured at 2'10""",1.7,7,38:21.0,,,2,3,3,2,1,5,45,3,69
115,F2DC5601-D2E0-49EB-BB27-2FE2E3A289F2,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,08:56.0,10:16.8,S-Q21-GYDI-045,3986,,3,259,10:24.0,,Yellowed leaves,2,2,1,2,1,5,55,4,81
118,B6235974-0488-4274-8277-30C5E2F0C3D3,plum/cherry,Prunus,spp.,NA,PRUNU               ,179696,37:04.0,14:49.3,S-O21-PRUN-026,6898,,1,133,38:33.0,,Large pieces of bark used as mulch.,2,1,2,1,1,5,45,5,18
119,FB333E11-32DC-4279-AE86-3110E8126205,elm,Ulmus,spp.,NA,ULMUS               ,189796,28:45.0,,S-P21-ULUN-019,3478,,1.6,380,32:35.0,,Some broken branches due to stake,2,2,1,2,20,5,65,4,60
120,CEDCA89C-0ADC-4332-A530-3181AE0760B4,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,51:41.0,10:41.5,S-Q21-GYDI-041,3986,,4.25,255,53:50.0,,,2,1,1,2,1,5,45,5,82
123,B51D5E9B-6136-4A7C-ACE6-32AC277A80FE,European smoketree,Cotinus,coggygria,NA,COCO10              ,189796,05:37.0,,S-M19-COCO-004,17245,"Multistemmed, 1.64 measured at 1'4""",1.67,449,07:13.0,,,2,1,1,2,5,5,45,5,54
124,5CAAA761-9370-4752-88AD-32C317C3E19D,Norway maple,Acer,platanoides,NA,ACPL                ,189796,10:57.0,24:31.0,S-P21-ACPL-063,3002,,1.01,421,11:52.0,,"We hypothesize this tree to be an Acer platanoides (Noway maple), even if it is recorded in the city inventory as an Acer truncatus (Shantung maple); leaves are scorched.",2,2,1,1,1,5,35,4,66
125,864C0AF8-70A5-49A0-A7A1-32E4AF3F5BD8,Chinese elm,Ulmus,parvifolia,NA,ULPA                ,189796,20:50.0,56:31.5,S-Q21-ULPA-075,6567,,4.51,283,22:31.0,,Trunk damage,2,2,1,2,1,3,45,4,55
127,4EED77C2-E7C9-48B3-B315-3497EEFCD33C,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,19:51.0,20:40.1,S-U16-LAUN-001,6931,"Multistemmed, other dbh 2.5",3.65,287,21:12.0,,Resprout from pruning scar.,2,1,1,1,5,5,55,5,2
128,BEB59EFB-B10B-4A7B-A16A-3510D4B74C20,red maple,Acer,rubrum,NA,ACRU                ,189796,34:11.0,18:48.9,S-Q21-ACRU-021,3247,,5.6,235,35:46.0,,,2,3,1,2,25,5,55,3,72
129,1F0C008A-6140-4602-BAC9-355826EBEE8B,pecan,Carya,illinoinensis,NA,CAIL2               ,189796,22:07.0,46:38.3,S-O21-CAIL-001,3262,Plants growing on the bottom in shrub form; DBH cannot be measured because on private property. We estimated DBH at approximately 3'10'',25,306,25:52.0,,We could not measure DBH because on private property.,2,1,1,1,1,5,35,5,27
130,FF390277-72F5-4A9F-AF67-359324EBA124,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,40:33.0,11:07.3,S-Q21-GYDI-055,3986,,3.01,265,42:22.0,,"Trunk damage, large branch dieback",2,4,2,3,55,4,65,2,77
132,B593D2B5-37B8-4DCE-8707-36C56C054E1F,sugar maple,Acer,saccharum,NA,ACSA3               ,189796,16:27.0,,S-R21-ACSA-019,3249,Tag with species present; protection at base.,0.75,339,19:07.0,,Tag with species present; protection at base.,2,2,2,2,5,3,35,4,11
