OBJECTID,TREE_ID,SUB_NAME,SUB_GENUS,SUB_SPECIES,SUB_VARIETY,PLANTS,USER_ID,DATE_ADDED,DATE_UPDATED,NAME,SUB_ID,NOTES,DBH,REVISIT_ID,REVISIT_DATE_ADDED,REVISIT_DATE_UPDATED,REVISIT_NOTES,REVISIT_TYPE,CROWN_VIGOR,LEAF_DEFOLIATIONF,LEAF_DISCOLORATIONF,FINE_TWIG_DIEBACKF,CROWN_LIGHT_EXPOSURE,CROWN_DENSITY_TRANS,INV_CROWN_VIGOR,PercImpervious
257,366ED877-41F8-4F4D-8D40-7B4466CB25A3,American elm,Ulmus,americana,NA,ULAM                ,189796,19:12.0,,S-R21-ULAM-055,3358,,1,359,19:53.0,,Trunk sprout.,2,2,2,2,1,5,35,4,28
261,98F8A8F3-3714-4B81-8A54-7D97F16595D1,willow oak,Quercus,phellos,NA,QUPH                ,189796,56:46.0,,S-R21-QUPH-001,3343,,44.5,328,57:56.0,,,2,2,1,1,10,5,45,4,33
262,606ACAB4-CFD3-4B9E-BCDB-7DAC917526CB,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,15:02.0,22:32.4,S-U16-LAUN-009,6931,"Multistemmed other dbhs: 6.4, 5.2, 6.65, 6.1",6,295,18:29.0,38:18.0,,2,2,1,1,5,3,35,4,16
264,3AF3A8D1-4442-4283-AAEE-80A61CE7C0F1,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,22:36.0,22:17.0,S-P21-PRUN-055,6898,Pole present.,0.64,414,23:41.0,26:41.0,"Pole present; we hypothesize for this to be a sweet cherry, but we are not certain.",2,3,3,1,1,5,65,3,60
265,F60C7FCC-1581-4615-818A-80DE4D672D8F,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,57:16.0,55:54.5,S-Q21-CACA-013,3258,,1.6,227,00:03.0,06:28.0,Dead,2,5,NA,NA,100,NA,0,1,82
266,E35AE1B1-B786-4561-B736-80E11F4EF249,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,06:41.0,56:05.9,S-Q21-CACA-016,3258,,0.65,230,07:56.0,,Dead,2,5,NA,NA,100,NA,0,1,81
268,A1EF8C3B-8051-4D8E-9190-821B530FC60C,willow oak,Quercus,phellos,NA,QUPH                ,189796,56:44.0,24:03.8,S-O18-QUPH-045,3343,,14.95,46,58:27.0,,Epicormic branching; light post within the crown,2,2,2,2,1,2,35,4,74
271,C5F05CAB-2C01-4FE1-8366-836B5AE6DD48,live oak,Quercus,virginiana,NA,QUVI                ,189796,09:44.0,,S-S22-QUVI-008,3349,Dbh measured at 2ft,40.5,432,13:24.0,,,2,1,1,1,5,5,35,5,27
275,2DC724C0-2C69-4127-9242-853131503939,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,40:51.0,11:13.2,S-P21-PRUN-073,6898,,0.55,430,41:34.0,,,2,2,2,2,5,5,55,4,60
276,ACB34FE3-E599-41B1-BA2C-854896648FC5,live oak,Quercus,virginiana,NA,QUVI                ,189796,47:49.0,,S-O21-QUVI-108,3349,,35.2,324,48:46.0,,,2,2,1,1,10,4,35,4,10
277,B9C92F8D-67E7-4EAC-92D3-855B52BC6869,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,49:27.0,,S-P21-ZESE-033,18056,,0.7,393,50:46.0,,,2,4,3,5,95,5,85,2,61
279,D27208A9-8D16-4C31-9955-86602DC02B4D,Callery pear (Bradford pear),Pyrus,calleryana,NA,PYCA80              ,189796,00:27.0,,S-U21-PYCA-019,10957,,17.9,445,03:14.0,,,2,1,1,2,1,5,5,5,40
281,56A6D93D-CA09-49E0-8890-877186C8E6A0,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,43:53.0,14:44.9,S-O18-PRUN-023,6898,Dbh measured at 1.5,9.5,4,45:53.0,,,2,3,2,2,25,3,45,3,79
282,F4E09441-916E-4736-A137-87C5E8E5C60C,northern red oak,Quercus,rubra,NA,QURU                ,189796,42:32.0,,S-S18-QURA-007,3345,,2.05,448,43:38.0,,,2,2,1,2,5,5,45,4,18
283,EC3CD48F-51C3-4345-9D0B-88299F391DB6,live oak,Quercus,virginiana,NA,QUVI                ,189796,16:08.0,27:06.0,S-S22-QUVI-009,3349,"DBH measured at 2'9""",37.1,433,18:44.0,,,2,1,1,1,5,3,35,5,27
285,EA262D4F-2D85-4DE5-9C71-890C06A2946C,live oak,Quercus,virginiana,NA,QUVI                ,189796,09:58.0,,S-R21-QUVI-053,3349,,17.51,358,12:59.0,,The power line intercepts the crown at different spots.,2,2,1,2,5,4,15,4,45
286,71896AEA-42B3-4B45-BD0D-8A98E12C86DF,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,29:14.0,00:35.0,S-O18-CECA-011,3273,"Measured 3'2""",1.85,6,31:14.0,,,2,3,2,2,1,5,45,3,69
287,1048075A-E9B9-4C13-A17B-8BB9E947A7BE,American elm,Ulmus,americana,NA,ULAM                ,189796,26:37.0,53:38.9,S-Q21-ULAM-001,3358,,4,215,29:33.0,,,2,1,2,1,1,5,15,5,72
288,EE9D3087-36BF-4A33-A480-8BD73A41C290,hedge maple,Acer,campestre,NA,ACCA5               ,179696,08:26.0,,S-O21-ACCA-038,12452,"DBH measured at 4'1""",5.7,145,10:53.0,,Severe trunk decay and dieback,2,3,2,2,35,2,65,3,59
289,BC1A3CAB-B86C-4B8D-AD36-8D009CBC576F,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,32:25.0,38:23.6,S-O18-CECA-006,3273,"Measured at 1'8""",2.5,1,36:03.0,,,2,3,2,3,1,4,25,3,71
290,84611673-FF06-4FAA-AAAC-8D23F77DD3FC,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,29:56.0,04:21.2,S-Q21-ZESE-077,18056,,8.25,285,31:19.0,,"Broken branches, light patches",2,3,1,2,40,4,55,3,78
291,918D2B44-4894-46B5-82C1-8D95C351B538,willow oak,Quercus,phellos,NA,QUPH                ,189796,04:00.0,25:42.2,S-O18-QUPH-046,3343,,13.9,47,05:27.0,,,2,2,1,2,1,3,35,4,74
292,0DF6E377-0AEF-4AA7-885D-8D98577BA589,willow oak,Quercus,phellos,NA,QUPH                ,189796,40:02.0,25:52.8,S-O18-QUPH-043,3343,"Strange branching, perhaps old trunk sprout; fungus disease leading to some decay.",14,44,42:49.0,,,2,3,2,2,1,3,35,3,74
296,C765D83A-02D1-400A-B96A-908F49371D1B,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,37:41.0,50:37.9,S-P21-LAUN-045,6931,,1.5,404,38:32.0,,Large branch dieback.,2,3,2,1,15,5,65,3,70
297,4E53790D-FBE5-4094-B516-919EED66ED2A,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,24:33.0,08:11.4,S-P21-CECA-018,3273,,1.1,379,25:12.0,,,2,3,2,3,20,5,55,3,74
299,5D6394E5-F5F1-430D-95A3-926DA990E272,littleleaf linden,Tilia,cordata,NA,TICO2               ,189796,33:49.0,13:13.0,S-Q21-TICO-052,11688,,19.4,264,35:20.0,,"Broken branches, yellowed leaves",2,3,1,2,10,2,35,3,77
300,6EE421BC-EE37-4296-B6E7-9289788948C5,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,31:14.0,14:58.2,S-O18-PRUN-022,6898,"Branches caught in power pole stakesMeasured at 1'1""",10.2,3,34:14.0,,,2,4,2,3,55,3,75,2,89
301,CB4C60AD-2153-4D9D-BF00-929A08519724,willow oak,Quercus,phellos,NA,QUPH                ,189796,30:55.0,,S-R21-QUPH-058,3343,,46.7,360,33:00.0,,Root pan above soil; root decay; many broken branches.,2,3,1,3,15,5,45,3,27
303,1E9C646C-2CA9-4B49-8D2B-952C909E32D5,willow oak,Quercus,phellos,NA,QUPH                ,189796,59:30.0,26:05.9,S-O18-QUPH-040,3343,Sap dripping,17.2,41,01:35.0,,,2,3,2,3,10,3,35,3,83
306,D5C57757-2C97-4B17-A29D-96554E98DBB3,winged elm,Ulmus,alata,NA,ULAL                ,189796,31:46.0,26:26.6,S-U16-ULAL-018,3357,,7,304,32:42.0,,,2,2,2,2,1,3,35,4,6
307,16B8BBE9-0519-41FE-BA7B-96B6DFFF5E86,willow oak,Quercus,phellos,NA,QUPH                ,189796,47:57.0,26:15.7,S-O18-QUPH-052,3343,,13.35,53,49:29.0,,Chlorotic leaves,2,3,1,3,5,4,35,3,77
309,23888D9C-ED9A-473B-B6B2-9832CDC2E715,willow oak,Quercus,phellos,NA,QUPH                ,189796,11:07.0,26:26.5,S-O18-QUPH-047,3343,,15.55,48,12:46.0,,Epicormic branching; chlorotic leaves; power line present,2,3,1,3,1,3,45,3,74
310,104C6033-6C69-4E31-8FAF-998B7564226C,red maple,Acer,rubrum,NA,ACRU                ,189796,19:18.0,20:21.1,S-Q21-ACRU-018,3247,,6.1,232,20:21.0,27:17.0,,2,3,1,1,35,5,55,3,72
311,E06E24EC-48A1-4AF7-9909-99AFD59CACDC,flowering dogwood,Cornus,florida,NA,COFL2               ,203642,56:43.0,,S-O21-COFL-046,3275,,2.2,77,58:55.0,,,2,3,1,3,NA,2,35,3,28
313,58EF538D-2CE9-4331-976E-9AF78E10FF25,plum/cherry,Prunus,spp.,NA,PRUNU               ,179696,55:52.0,15:10.7,S-O18-PRUN-029,6898,"DBH measured at 1'4""",12.11,467,01:55.0,01:55.0,,2,3,2,2,30,2,35,3,79
315,08532AD7-CBDB-4420-9D24-9E7D57BB10E1,flowering dogwood,Cornus,florida,NA,COFL2               ,189796,33:58.0,12:19.0,S-U16-COFL-011,3275,,4.9,297,35:42.0,,,2,3,1,3,10,2,45,3,16
318,3A0CE31E-75AA-476F-BC1E-A0505229AAC3,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,15:01.0,54:04.2,S-P21-CECA-053,3273,,1.55,412,15:45.0,,,2,2,2,2,5,4,35,4,74
319,A95AFF55-6F00-4880-BFCB-A18B5D70B10A,red maple,Acer,rubrum,NA,ACRU                ,189796,42:20.0,20:32.7,S-Q21-ACRU-023,3247,,5,1,46:49.4,,,2,3,1,2,20,5,45,3,72
320,318D820B-F369-4C82-9AFB-A1D465985C2C,willow oak,Quercus,phellos,NA,QUPH                ,189796,47:50.0,24:16.6,S-O18-QUPH-044,3343,Light post interacting with the crown; trunk sprout.,12.9,45,49:50.0,,Spot leaf disease,2,3,1,2,20,3,65,3,74
321,45830486-FA0C-414E-AA82-A21F95BCEFAD,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,17:13.0,00:50.0,S-O18-CECA-015,3273,"DBH measured at 3'11""",1.65,10,18:56.0,,,2,1,2,2,1,5,45,5,69
322,92888A89-3833-4EE9-8C8B-A386867A97FC,ginkgo,Ginkgo,biloba,NA,GIBI2               ,189796,19:26.0,,S-P21-GIBI-025,3976,"Dbh measured at 2'5""",0.75,386,21:13.0,,,2,3,1,3,1,5,45,3,75
325,6E742DE8-F39F-45D1-B3D0-A4E39F5C1F94,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,50:01.0,,S-S22-ZESE-014,18056,,0.8,438,51:38.0,,,2,3,1,3,10,2,45,3,26
326,20CA5200-B6A8-4BFC-8F13-A4FFC5463AE9,American elm,Ulmus,americana,NA,ULAM                ,189796,17:15.0,53:50.7,S-Q21-ULAM-011,3358,,3.7,225,19:51.0,,,2,2,2,1,5,5,35,4,76
327,828B4DE1-697A-4AFF-84FD-A53207A5C4B1,red maple,Acer,rubrum,NA,ACRU                ,189796,22:48.0,20:45.8,S-Q21-ACRU-019,3247,,4.7,233,23:53.0,,,2,3,1,1,35,5,55,3,72
328,DB6E59F0-160F-4065-975B-A5486FDCDF85,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,45:59.0,01:05.6,S-O18-CECA-007,3273,"DBH measured at 1'9""",9.2,2,47:55.0,,,2,2,2,2,5,4,35,4,72
329,D6581AB2-6EAA-4034-B201-A58B68B06F54,American elm,Ulmus,americana,NA,ULAM                ,189796,20:52.0,,S-R21-ULAM-020,3358,Protection at base.,0.84,340,22:25.0,,Protection at base.,2,2,2,2,5,3,55,4,42
331,6F1288DD-476D-443A-8D4B-A6298B60D783,hawthorn,Crataegus,spp.,NA,CRATA               ,189796,40:16.0,,S-R21-CRVI-041,3959,Winter King cultivar.,1.11,350,41:43.0,,Large gash in the trunk suggesting decay.,2,1,2,2,1,5,45,5,30
332,A2864434-12E8-4729-91E1-A633AE9694BE,red maple,Acer,rubrum,NA,ACRU                ,189796,59:34.0,20:56.8,S-Q21-ACRU-070,3247,,5.2,278,01:20.0,,Broken branches,2,2,1,2,5,4,25,4,80
333,8573837D-E4CB-4177-A4DE-A659106BD8C2,willow oak,Quercus,phellos,NA,QUPH                ,179696,23:04.0,12:35.7,S-O21-QUPH-030,3343,Hollow pruning scars suggest decay.,38.1,137,25:28.0,,Hollow pruning scars suggest decay.,2,3,1,2,10,5,55,3,13
334,0CD9CEC7-21C1-44B2-B2F9-A6694C0A7504,water oak,Quercus,nigra,NA,QUNI                ,189796,07:15.0,22:50.0,S-O18-QUNI-035,3340,,39.5,36,09:01.0,13:30.0,"Broken branches, large holes in tree, branch decay, smaller dieback, epicomic branches, chlorotic leaves, fungus on leaves",2,3,1,2,15,4,35,3,49
335,1D88F303-ACFE-476F-9959-A6D65D16AD90,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,00:21.0,01:19.4,S-O18-CECA-008,3273,"DBH measured at 1'3""",10.1,3,02:47.0,,,2,2,2,2,1,4,35,4,72
338,A0B6A44B-5227-4674-BC57-A77322733291,American elm,Ulmus,americana,NA,ULAM                ,189796,22:20.0,54:03.7,S-Q21-ULAM-012,3358,,4.5,1,44:54.2,,,2,1,2,2,1,5,15,5,84
339,D07F971F-FFE7-4B79-AC5E-A89DA5C1D716,eastern redbud,Cercis,canadensis,NA,CECA4               ,203642,24:33.0,15:57.7,S-O21-CECA-051,3273,,2.6,82,26:21.0,,,2,3,1,3,1,4,45,3,28
342,CC744100-9445-40FF-ABFD-A8D4FE2EE067,red maple,Acer,rubrum,NA,ACRU                ,189796,08:16.0,21:08.2,S-Q21-ACRU-072,3247,,10.45,280,10:05.0,,Girdling roots,2,2,1,2,15,5,35,4,74
343,792D185A-7A46-4607-8A83-A8D7DB830B16,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,00:02.0,53:04.1,S-P21-LAUN-050,6931,"Multistemmed, the other stems' DBH are 2.3, 2.4, 1.8, 2.2, and 3.2.",2.8,409,02:06.0,,One broken branch.,2,2,1,2,5,3,35,4,64
345,D9488C13-C76E-4389-BCFA-A94432214FE7,red maple,Acer,rubrum,NA,ACRU                ,189796,45:33.0,42:08.5,S-T18-ACRU-018,3247,,14.91,470,46:50.0,,,2,3,1,2,15,4,55,3,6
346,B59553D8-B642-4867-A7E4-A983EAB8D7B1,ginkgo,Ginkgo,biloba,NA,GIBI2               ,189796,32:08.0,,S-P21-GIBI-029,3976,"Main stem is dead, but resprout. Dbh measured at 2'6""",1.35,389,34:04.0,,,2,4,1,3,1,5,65,2,57
348,C5624A6B-B385-4C52-8395-A9F6068B97B1,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,16:49.0,11:47.3,S-Q21-GYDI-047,3986,,3.2,261,17:58.0,,"Trunk decay, zip ties on tree",2,4,1,2,50,5,55,2,76
350,7911DD51-8233-48DE-89DC-AB78FC3E7DF4,plum/cherry,Prunus,spp.,NA,PRUNU               ,179696,05:47.0,15:23.9,S-O18-PRUN-020,6898,DBH MEASURED AT 1?4?,11.8,466,04:28.0,04:28.0,,2,4,2,2,45,4,55,2,89
351,1F8B1983-5D65-485D-8829-AC45FBCCF546,trident maple,Acer,buergerianum,NA,ACBU4               ,189796,23:21.0,22:11.6,S-Q21-ACBU-050,20243,,1.69,262,25:24.0,,"Staked, very bumpy trunk",2,2,2,2,5,5,35,4,92
352,FC6B47CE-8B2F-41FD-B685-AC7B8E41BF75,white mulberry,Morus,alba,NA,MOAL                ,189796,32:18.0,27:25.4,S-O21-MOAL-003,6050,We could not measure DBH because the tree is on private property.,7.5,308,36:03.0,,We could not measure DBH because the tree is on private property; growing around a light pole; vine around the pole and the trunk; epicormic branching.,2,2,1,1,1,5,35,4,51
353,7DA56BA8-4E4C-46DE-9E08-ACF325682062,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,25:03.0,12:13.4,S-Q21-GYDI-035,3986,,3.3,249,26:27.0,,Large dead branch,2,2,1,2,1,5,35,4,84
355,81FF0129-8007-4518-B21B-AD5905E3FEC9,unlisted plant,,,NA,,189796,37:32.0,,S-M19-NYSY-011,59420,,20.9,455,39:57.0,,Overall light leaf coloration throughout canopy (patches of light green leaves that aren't glossy),2,3,2,3,5,3,35,3,11
357,A3FAD500-7F85-4B75-AECF-ADACEE4341DA,sugar maple,Acer,saccharum,NA,ACSA3               ,179696,28:39.0,,S-O21-ACSA-031,3249,,1.25,138,31:01.0,,Dense leaves around stem but few major branches,2,1,1,2,1,2,35,5,13
361,FAB9008C-C862-4474-AC6E-AE5C0D9D2E5A,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,15:42.0,,S-P21-CECA-015,3273,,1,376,17:03.0,,,2,4,2,5,50,5,65,2,74
362,F004DB2A-DF71-427D-B085-AEB7E70BB900,American elm,Ulmus,americana,NA,ULAM                ,189796,13:12.0,54:16.1,S-Q21-ULAM-010,3358,,3.6,224,15:22.0,,,2,2,2,2,1,5,25,4,76
364,BCEFE262-5774-4DE1-83F9-AF4EE7F63355,bur oak,Quercus,macrocarpa,NA,QUMA2               ,179696,46:11.0,,S-O21-QUMA-028,3329,The tree is not in the city inventory.,1.1,135,15:48.0,,The tree is not in the city inventory; protection at base; root diaper,2,5,NA,NA,100,NA,95,1,18
365,2843BD7A-9240-4C6E-B1FB-AFCF3EF40EE9,willow oak,Quercus,phellos,NA,QUPH                ,189796,59:24.0,24:37.0,S-O18-QUPH-034,3343,,29.5,10,01:16.0,,,2,2,NA,NA,1,4,25,4,70
366,B3A61B6E-F9DF-498A-BCC7-AFE9ED5A8F5E,willow oak,Quercus,phellos,NA,QUPH                ,189796,18:51.0,24:50.1,S-O18-QUPH-048,3343,,18.4,49,20:52.0,,Trunk sprout; epicormic branching; power line ,2,2,2,2,1,4,25,4,66
367,081DD8C1-9DA6-46DD-BB66-B02F3DAE266C,lagerstroemia,Lagerstroemia,spp.,NA,LAGER               ,203642,03:16.0,06:51.2,S-O21-LAUN-047,37928,"Multi stemmed (3.6, 4.1, 4.4, 4.5)",5.4,78,05:24.0,04:29.0,,2,1,1,1,5,4,25,5,28
369,51A68781-1A1D-4153-9E7E-B070BCE978AA,unlisted plant,,,NA,,189796,38:55.0,,S-O21-ASTR-065,59420,Paw paw,0.8,316,40:23.0,,,2,2,2,2,1,4,55,4,37
371,1A7083A7-2B75-4457-848A-B144001ED2A9,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,38:20.0,10:54.2,S-P21-PRUN-072,6898,,0.55,429,39:06.0,09:37.3,,2,2,2,2,1,5,55,4,63
372,57CE7B27-73DA-4B01-B00B-B18C01FC23B2,eastern redbud,Cercis,canadensis,NA,CECA4               ,203642,22:05.0,36:16.1,S-O18-CECA-001,3273,"DBH taken at 2' 10""",2.3,1,23:32.0,24:45.4,,2,3,2,2,1,5,35,3,66
374,1C6270DC-17C2-413E-99D8-B23B351EA890,American elm,Ulmus,americana,NA,ULAM                ,189796,55:30.0,54:27.2,S-Q21-ULAM-006,3358,,4.9,220,57:27.0,,,2,1,2,2,1,5,15,5,70
375,9C743B93-B045-4747-8A24-B2818C85D3B1,Japanese maple,Acer,palmatum,NA,ACPA2               ,189796,12:50.0,,S-O21-ACPA-060,3001,"Multistemmed other dbh: 2.5, 2.65, 3.75, 2.8, 2.5",5.2,313,16:03.0,,,2,1,1,2,5,4,45,5,59
376,B7BD72D4-9F86-415F-809B-B3173843B923,willow oak,Quercus,phellos,NA,QUPH                ,189796,37:07.0,,S-R21-QUPH-059,3343,,29.7,361,38:16.0,40:57.0,Mail box attached to the trunk.,2,2,1,2,15,4,45,4,20
378,173FE7FC-18CE-418D-A549-B3AD9B404AC2,Norway maple,Acer,platanoides,NA,ACPL                ,189796,07:16.0,24:14.6,S-P21-ACPL-062,3002,"DBH measured at 4'1''. We hypothesize this tree to be an Acer platanoides (Noway maple), even if it is recorded in the city inventory as an Acer truncatus (Shantung maple); leaves are scorched.",1,420,08:54.0,,"DBH measured at 4'1''. We hypothesize this tree to be an Acer platanoides (Noway maple), even if it is recorded in the city inventory as an Acer truncatus (Shantung maple); leaves are scorched.",2,2,2,2,1,5,25,4,75
379,E1F1D06F-50C6-4EEE-97F4-B3BCA3D3182E,willow oak,Quercus,phellos,NA,QUPH                ,189796,30:58.0,25:04.2,S-O18-QUPH-031,3343,,18,7,32:24.0,,,2,2,NA,2,5,3,35,4,69
380,9F7919F0-03B7-4FCB-87E0-B432392FADC1,hawthorn,Crataegus,spp.,NA,CRATA               ,189796,07:26.0,40:19.5,S-R21-CRVI-050,3959,,1.2,357,08:24.0,,Pole.,2,2,2,2,1,5,45,4,37
382,EB13D0EF-4562-4BDB-8149-B619A8A57802,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,42:52.0,,S-R21-CACA-042,3258,,1.01,351,44:18.0,,Protection at base.,2,2,1,2,10,5,45,4,30
384,43416E5B-9E23-4B28-99F4-B72E5A3883CE,sweetbay,Magnolia,virginiana,NA,MAVI2               ,189796,53:04.0,19:03.9,S-O21-MAVI-069,3302,,1,319,54:25.0,,,2,2,2,2,1,5,55,4,48
386,E40CD0E5-D66B-4C0C-B6B0-B7A5461C81BD,maple,Acer,spp.,NA,ACER                ,189796,36:03.0,13:37.8,S-Q21-ACTR-078,3477,,3.1,286,38:16.0,,Spot leaf,2,3,1,3,1,5,15,3,80
392,61DBCC32-8B49-45FE-A5E0-B9FF35CD1E07,Persian ironwood,Parrotia,persica,NA,PAPE18              ,189796,40:58.0,51:12.8,S-P21-PAPE-046,22567,The leaves are all browned,0.8,405,42:06.0,,The leaves are all browned; Persian spire cultivar.,2,5,NA,NA,20,NA,45,1,70
393,4A94F56F-4FC2-4285-BC90-BA346A60D843,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,45:19.0,12:25.6,S-Q21-GYDI-040,3986,,7.45,478,33:58.0,,,2,1,1,1,1,5,35,5,82
394,0CF851FE-7C22-44E1-BD40-BACB1CD4A516,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,44:40.0,,S-P21-CECA-009,3273,,0.95,370,45:58.0,,,2,4,3,5,65,4,85,2,64
