OBJECTID,TREE_ID,SUB_NAME,SUB_GENUS,SUB_SPECIES,SUB_VARIETY,PLANTS,USER_ID,DATE_ADDED,DATE_UPDATED,NAME,SUB_ID,NOTES,DBH,REVISIT_ID,REVISIT_DATE_ADDED,REVISIT_DATE_UPDATED,REVISIT_NOTES,REVISIT_TYPE,CROWN_VIGOR,LEAF_DEFOLIATIONF,LEAF_DISCOLORATIONF,FINE_TWIG_DIEBACKF,CROWN_LIGHT_EXPOSURE,CROWN_DENSITY_TRANS,INV_CROWN_VIGOR,PercImpervious
395,C99AD674-9637-41DC-BF7F-BB38AB6E6610,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,15:57.0,,S-P21-LAUN-039,6931,,1.25,398,16:57.0,,,2,1,2,1,5,4,45,5,61
396,CBBBB85C-5667-427B-9407-BC0931103FFA,red maple,Acer,rubrum,NA,ACRU                ,189796,33:26.0,34:44.9,S-R21-ACRU-039,3247,Large gash in the trunk suggesting decay.,17.2,348,35:15.0,,Large gash in the trunk suggesting decay.,2,2,2,1,1,4,25,4,57
397,78280700-36D6-47BA-AE29-BC2F86E2E0E0,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,29:11.0,,S-P21-PRUN-057,6898,,0.15,416,30:04.0,,"Pole present; we hypothesize for this to be a sweet cherry, but we are not certain, based on the previous two trees and the bark.",2,5,NA,NA,100,NA,95,1,72
400,6A38327F-9961-41F6-9512-BE61A1A48CDD,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,40:56.0,,S-P21-ZESE-031,18056,,1,391,43:26.0,,,2,2,2,2,20,5,65,4,67
402,F21C2F01-14C5-49AE-8085-BF1D57C2A980,willow oak,Quercus,phellos,NA,QUPH                ,203642,18:52.0,15:37.4,S-O21-QUPH-050,3343,,17,81,19:57.0,,,2,1,1,2,1,5,35,5,28
403,569AC7B5-921A-4F8F-9DF9-BF5A5A596127,Chinese elm,Ulmus,parvifolia,NA,ULPA                ,189796,24:40.0,57:12.4,S-Q21-ULPA-076,6567,,4.7,284,25:38.0,,"Yellowing leaves, nail in trunk",2,3,1,3,5,4,55,3,55
405,6FED5D1E-E9C8-41B0-9A34-BFD3E9E52EB6,plum/cherry,Prunus,spp.,NA,PRUNU               ,179696,27:46.0,15:36.4,S-O18-PRUN-026,6898,"DBH taken at 1'4""",10.61,16,31:11.0,,,2,3,2,3,30,3,45,3,79
406,E6BD4D35-DC8D-4F2A-8AC8-C0010CC0A4FA,willow oak,Quercus,phellos,NA,QUPH                ,189796,25:55.0,25:18.6,S-O18-QUPH-049,3343,,16.6,50,27:43.0,,,2,2,2,2,1,4,25,4,66
407,CB342D35-BFAF-4AAA-9A9C-C001B97BB043,willow oak,Quercus,phellos,NA,QUPH                ,189796,36:38.0,,S-S22-QUPH-012,3343,,42.5,436,37:38.0,,,2,2,1,2,5,5,35,4,41
408,438BB79D-6300-43F9-9656-C0B3CA0BFB96,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,46:44.0,24:37.6,S-U16-LAUN-013,6931,"Multistemmed other dbhs: 4, 3.35, 4.2, 4.4, 3.1",5.4,299,49:10.0,,,2,2,1,1,1,4,45,4,16
410,147B2FB5-78A7-4019-B181-C14CFCCAE25A,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,03:29.0,11:55.0,S-U16-LAUN-015,6931,,6,301,06:19.0,,Decay at stump,2,1,1,2,5,5,45,5,6
412,79853D59-DDAD-4786-9FC4-C15E113045CD,winged elm,Ulmus,alata,NA,ULAL                ,189796,44:27.0,26:49.9,S-U16-ULAL-008,3357,,15.8,294,45:41.0,,,2,2,1,2,10,4,45,4,16
413,50A13EA3-80EA-40CD-AE0A-C26E567436DA,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,23:11.0,,S-P21-LAUN-041,6931,,1.5,400,24:56.0,,,2,1,2,1,1,5,55,5,65
414,0278B967-76CE-4E09-9D50-C30F5F494F4A,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,52:02.0,38:41.8,S-R21-CACA-046,3258,,0.75,354,52:48.0,,Mulch volcano.,2,3,2,3,1,4,45,3,28
415,241EADD1-A2D1-4893-98DC-C328278E60A5,red maple,Acer,rubrum,NA,ACRU                ,189796,46:38.0,21:22.8,S-Q21-ACRU-024,3247,,4.6,238,48:58.0,,,2,2,1,2,15,5,45,4,72
417,50719528-0ACB-43B6-ACF8-C3FD6DC4D6EA,unlisted plant,,,NA,,189796,45:12.0,,S-M19-NYSY-012,59420,"DBH estimated, four stems",12,456,47:02.0,, Considerable large branch dieback,2,2,2,2,5,3,45,4,37
418,72A3E04F-6420-4FC1-934A-C453B4BE20C5,willow oak,Quercus,phellos,NA,QUPH                ,189796,07:05.0,25:31.2,S-O18-QUPH-041,3343,,14.2,42,08:25.0,,Fungal disease on some branches (tiny bumps leading to dieback),2,2,1,2,5,3,35,4,83
420,1A9DF0DC-8274-4163-87FA-C55A3C413222,Norway maple,Acer,platanoides,NA,ACPL                ,189796,14:41.0,24:51.5,S-P21-ACPL-064,3002,"This tree is a 'Crimson sunset maple,' a hybrid between an Acer truncatum and an Acer platanoides. All the previous Acer platanoides are, too.",1.01,422,17:17.0,,"This tree is a 'Crimson sunset maple,' a hybrid between an Acer truncatum and an Acer platanoides. All the previous Acer platanoides are, too.",2,2,2,2,1,5,45,4,66
424,2490CB0D-122F-45A3-836D-C70F204543F1,American elm,Ulmus,americana,NA,ULAM                ,189796,41:27.0,56:55.0,S-Q21-ULAM-003,3358,,4.9,217,44:20.0,,,2,1,2,1,1,5,25,5,68
426,37432FA2-C310-4667-A103-C76E5DE038EF,serviceberry,Amelanchier,spp.,NA,AMELA               ,189796,50:59.0,,S-R21-AMXG-014,47898,Amelanchier x grandiflora Autumn Brilliance,1,336,52:21.0,,,2,2,2,2,10,4,55,4,46
427,A22307F3-C475-45B0-B28F-C8407E67DFF0,oak,Quercus,spp.,NA,QUERC               ,203642,13:25.0,,S-O21-QUUN-049,2759,Possibly quercus marylandia,2.7,80,16:19.0,,,2,2,1,2,1,4,55,4,28
428,B588B9C6-76EC-4310-B530-C8FB7DF0F646,ginkgo,Ginkgo,biloba,NA,GIBI2               ,189796,13:48.0,,S-P21-GIBI-023,3976,"dbh measured at 2'5""",0.65,384,15:35.0,,,2,3,1,3,1,5,15,3,79
429,1D15C9FD-81AC-4F2C-A75B-C92BEC290F8B,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,44:07.0,51:32.2,S-P21-LAUN-047,6931,,1.5,406,44:50.0,,Some trunk sprout.,2,2,1,1,10,5,65,4,57
430,B41BE7FB-4CDF-46A4-A247-C9C261FB19CE,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,33:16.0,,S-P21-PRUN-070,6898,,0.64,427,34:30.0,,Some trunk sprout.,2,2,1,2,1,5,55,4,61
431,B4943FFE-3255-4062-9241-CA329C25657B,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,02:23.0,20:47.2,S-O21-LIUN-111,6931,"Multistemmed other dbh: 4.2, 4",5.1,326,03:18.0,,,2,1,1,1,5,3,45,5,51
435,D59371D2-E8EF-4923-9EFF-CCF760BFC0FF,elm,Ulmus,spp.,NA,ULMUS               ,189796,42:38.0,,S-P21-ULUN-022,3478,,1.1,383,46:22.0,48:05.0,Ulmus americana valley forge,2,2,1,2,15,5,55,4,54
436,75B22364-C301-437F-89A9-CD31AF9FCE8F,live oak,Quercus,virginiana,NA,QUVI                ,189796,21:52.0,,S-S22-QUVI-010,3349,Dbh measured at 3ft,46.6,434,25:07.0,,,2,1,1,1,5,4,35,5,34
437,6A303E68-0A12-4877-BD96-CD8F0566247F,plum/cherry,Prunus,spp.,NA,PRUNU               ,179696,38:53.0,15:51.4,S-O18-PRUN-027,6898,"DBH measured at 1'5""",10.71,17,42:50.0,,Broken branches,2,4,2,3,65,3,55,2,79
438,21159D1C-031F-4E29-8280-CE0BEDD23EBB,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,18:56.0,,S-P21-CECA-016,3273,,1.05,377,19:52.0,,,2,4,2,5,30,5,55,2,74
440,DD2951BB-4A7B-49D4-94E4-CF39F68C74B9,Chinese elm,Ulmus,parvifolia,NA,ULPA                ,189796,17:19.0,58:05.6,S-Q21-ULPA-074,6567,,5.6,282,18:44.0,,,2,2,1,2,5,2,35,4,55
442,29A018BE-46D2-4CEB-B851-CFAAD09C983C,hawthorn,Crataegus,spp.,NA,CRATA               ,189796,41:17.0,,S-R21-CRVI-011,3959,Crataegus viridis,1,335,43:05.0,,,2,5,NA,NA,100,NA,95,1,33
443,098940D6-523B-41AB-BADE-D0A373398177,Kousa dogwood,Cornus,kousa,NA,COKO2               ,179696,17:58.0,13:58.5,S-O21-COKO-029,17242,,1.7,136,19:50.0,,Surround by grooming bushes,2,2,2,2,5,4,45,4,13
447,F961A405-3914-4AB5-9F70-D44CEF7EA97C,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,53:17.0,21:07.9,S-O21-LAUN-109,6931,"Multistemmed other dbh: 2.1, 3, 3.2, 1.9, 3.25",4.15,325,56:23.0,,,2,1,1,2,5,4,45,5,68
448,FA76D135-CF02-494A-BFE8-D4FF26E20629,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,18:21.0,12:38.7,S-Q21-GYDI-034,3986,,2.5,248,20:25.0,24:59.0,Trunk damage,2,2,1,2,5,4,65,4,84
449,FE620AD0-BA55-4646-B0A1-D54D341AD96F,Persian ironwood,Parrotia,persica,NA,PAPE18              ,189796,33:31.0,50:14.8,S-P21-PAPE-044,22567,,1,403,34:14.0,,Persian spire cultivar. ,2,4,2,5,70,5,85,2,70
450,8C331907-E7A4-47B8-95F1-D570FAACCEE3,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,21:16.0,08:39.1,S-P21-CECA-017,3273,,1,378,22:12.0,,,2,3,2,3,5,5,45,3,74
452,504E985E-0DA9-44D9-BFBD-D647991AE85B,willow oak,Quercus,phellos,NA,QUPH                ,189796,42:52.0,23:32.4,S-O18-QUPH-051,3343,,11.85,52,45:44.0,,Some chlorotic leaves,2,2,1,2,10,3,45,4,77
453,392B0A92-4CC3-43E9-AA97-D66B7D78C059,trident maple,Acer,buergerianum,NA,ACBU4               ,189796,13:25.0,22:37.4,S-Q21-ACBU-033,20243,,9.75,247,14:59.0,,Ton of seeds,2,1,1,2,1,4,15,5,77
455,12EFD75F-7FC7-461A-AE7C-D821D728FB11,holly,Ilex,spp.,NA,ILEX                ,189796,05:46.0,11:35.0,S-U16-ILCO-004,17039,,11.15,290,07:57.0,,,2,1,1,1,5,5,35,5,42
456,908476B9-21C2-45BF-B6FD-D83DB561B2D5,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,30:33.0,,S-P21-LAUN-007,6931,,1.25,368,31:46.0,,,2,1,1,1,1,4,45,5,91
457,DA38F2EE-445F-40B2-8470-D9EE380FE8F6,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,23:29.0,26:40.9,S-P21-CACA-067,3258,,1.25,424,24:08.0,,Some yellowing close to the trunk.,2,3,2,3,5,5,35,3,61
458,007F1A42-CFCC-47B8-AFD2-DA3F4F21C790,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,22:38.0,25:03.4,S-U16-LAUN-017,6931,"Multistemmed other dbhs: 6.4, 6, 6.1, 5.5, 6",6.5,303,25:21.0,,,2,2,1,2,5,4,35,4,6
459,672DCE1A-DAE4-48C1-B930-DA8504712CA4,live oak,Quercus,virginiana,NA,QUVI                ,189796,58:02.0,08:08.5,S-S22-QUVI-016,3349,,34.5,440,00:44.0,,,2,2,1,1,5,3,35,4,22
460,2BDAA846-1319-466F-B36C-DA9D126F534B,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,23:35.0,,S-O21-PRUN-062,6898,Measured dbh at 4ft 2in,8.45,314,25:36.0,,,2,1,1,1,1,5,35,5,59
461,B37A9C2A-CBC3-4BF9-A1E8-DA9FB57A6524,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,52:21.0,,S-P21-ZESE-034,18056,,0.65,394,53:47.0,,,2,5,NA,NA,100,NA,85,1,63
463,D624B157-E0FD-4AC7-9F45-DB1F8EDB483E,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,09:26.0,33:23.2,S-R21-CACA-037,3258,,0.81,579,39:35.0,39:35.0,,2,3,2,3,5,3,45,3,8
464,C9B9DB86-8D5F-4BBB-8295-DB7676ACB366,sweetbay,Magnolia,virginiana,NA,MAVI2               ,189796,49:17.0,18:43.9,S-O21-MAVI-068,3302,,1,318,50:55.0,,,2,2,2,2,1,5,65,4,48
465,FE299E9C-4D59-41BD-AE0A-DBB59721B0A2,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,26:44.0,,S-P21-PRUN-056,6898,,0.63,415,27:36.0,,"Pole present; we hypothesize for this to be a sweet cherry, but we are not certain.",2,2,2,1,1,5,55,4,60
466,E33567F3-12D6-4699-B1A2-DC20B2DEDE63,scarlet oak,Quercus,coccinea,NA,QUCO2               ,189796,21:41.0,,S-M19-QUCO-030,3328,,29.9,464,22:49.0,,,2,2,1,1,5,3,25,4,42
467,963D8E38-1B23-416F-AA92-DCE753A7F476,willow oak,Quercus,phellos,NA,QUPH                ,189796,38:51.0,,S-S18-QUPH-006,3343,,39,447,39:42.0,,,2,2,1,1,5,4,45,4,15
468,E3747B02-E64B-4DB5-B632-DD8AABBC28C2,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,17:00.0,54:29.7,S-P21-CECA-054,3273,"""The Rising Sun"" cultivar.",0.8,413,18:31.0,,The tree is leaning on a stick.,2,5,NA,NA,100,NA,95,1,74
469,6E7B16A5-3EBD-4168-BB07-DE46389FB786,oak,Quercus,spp.,NA,QUERC               ,179696,43:59.0,,S-O21-QUUN-033,2759,,12.7,140,45:15.0,,,2,1,1,2,1,4,25,5,13
470,BBDF0FBD-7BA6-4728-901D-DE7D79A08479,willow oak,Quercus,phellos,NA,QUPH                ,189796,52:13.0,23:48.3,S-O18-QUPH-039,3343,Epicormic branching,15.5,40,54:13.0,,Oozing from the trunk,2,3,2,3,1,3,35,3,83
471,8A2A7C50-1D09-4740-A1E3-DF2A241D1280,willow oak,Quercus,phellos,NA,QUPH                ,189796,56:55.0,,S-T18-QUPH-039,3343,,15.6,472,58:11.0,,Covered in ivy.,2,2,2,2,1,3,35,4,2
472,1DF9DA81-AFF9-436B-B1E8-DF4CE7C88AB6,winged elm,Ulmus,alata,NA,ULAL                ,189796,28:48.0,27:23.1,S-U16-ULAL-010,3357,,6.2,296,29:48.0,,,2,2,2,2,1,3,35,4,16
473,9C436A29-3291-4FFC-B9CF-E053BA5A0D19,unlisted plant,,,NA,,189796,26:30.0,,S-M19-NYSY-009,59420,"DBH measured at 3'1""",19.5,453,28:40.0,,,2,2,2,2,5,3,25,4,32
474,CC978BCE-A3BB-4877-A2E1-E09749B803E4,winged elm,Ulmus,alata,NA,ULAL                ,189796,26:27.0,27:50.6,S-U16-ULAL-006,3357,Winged elm,6.4,292,27:57.0,,"We hypothesize for this to be a Siberian elm (Ulmus pumila), but we need to double check. There are holes in the mulch. The tree suffers for spot-leaf discoloration and exhibits trunk sprout.",2,3,2,2,5,5,25,3,26
475,6E5F9393-577C-41DF-82F0-E19A43CDA0F1,winged elm,Ulmus,alata,NA,ULAL                ,189796,57:49.0,28:12.9,S-U16-ULAL-014,3357,,6.2,300,59:08.0,,Ulmus alata,2,2,2,2,1,4,35,4,6
476,4DF6AB96-53D9-4FCB-9D38-E1D0E3414B26,oak,Quercus,spp.,NA,QUERC               ,179696,33:49.0,,S-O21-QULY-032,2759,,9.1,139,35:14.0,,Discoloration from webbing condition,2,1,1,2,1,3,25,5,13
479,82BB848D-A549-475E-A437-E5FC9FAC6A87,Kentucky coffeetree,Gymnocladus,dioicus,NA,GYDI                ,189796,37:46.0,12:57.3,S-Q21-GYDI-038,3986,,5.35,252,39:23.0,,Some epicormic branching,2,1,1,2,1,5,45,5,82
480,2BE17480-C469-42AC-BF66-E6A06FC13C29,American elm,Ulmus,americana,NA,ULAM                ,189796,04:26.0,54:53.4,S-Q21-ULAM-009,3358,,4.1,222,05:37.0,02:43.9,,2,1,2,1,1,5,35,5,64
481,827AC74B-4BFD-4317-89F7-E7AD33310075,plum/cherry,Prunus,spp.,NA,PRUNU               ,189796,26:14.0,,S-P21-PRUN-068,6898,Same species as S-P21-PRUN-055.,0.71,425,29:01.0,,Same species as S-P21-PRUN-055.,2,2,2,2,1,5,65,4,75
482,AA5CFE55-2DB6-4D7D-8E7E-E8420C7C0692,willow oak,Quercus,phellos,NA,QUPH                ,189796,35:21.0,,S-T18-QUPH-016,3343,Smaller tree growing very close to base.,32.21,468,37:06.0,,,2,2,1,1,5,5,45,4,8
485,D4E4663E-7F03-4B0D-AC3A-EAE9D65C82D5,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,01:22.0,,S-P21-ZESE-037,18056,,0.95,396,02:15.0,,,2,1,2,1,10,5,55,5,63
486,B867DBF8-CDA9-47C0-B967-EBDA431736C3,unlisted plant,,,NA,,189796,08:51.0,,S-M19-NYSY-016,59420,,14.5,458,09:50.0,,,2,2,1,2,1,3,35,4,32
487,1E5D05E6-9404-4266-A2FF-EBDF3EFD953B,oak,Quercus,spp.,NA,QUERC               ,179696,49:51.0,,S-O21-QUUN-034,2759,,9.1,141,51:25.0,,"Leaf curling, spot leaf. Some dead branches",2,2,2,2,5,4,25,4,14
488,FE19E643-23FB-4BB3-BA55-EC7F3F0D15E3,flowering dogwood,Cornus,florida,NA,COFL2               ,203642,52:38.0,,S-O21-COFL-045,3275,,3.7,76,54:04.0,,,2,3,2,3,1,4,45,3,28
490,90B55F37-A929-4D75-BE58-ED31057FFB5C,unlisted plant,,,NA,,189796,02:37.0,23:37.6,S-P21-ACTR-061,59420,"We hypothesize for this to be an Acer truncatum (Shantung maple), unlisted.",1.45,419,04:13.0,,,2,1,1,1,1,5,25,5,79
491,961DAE3E-60BE-41F5-B2AB-ED7D3C4A50F3,eastern redbud,Cercis,canadensis,NA,CECA4               ,203642,36:39.0,37:41.5,S-O18-CECA-004,3273,"1'9""",1.86,2,38:43.0,,Protection around base,2,3,2,2,5,5,35,3,71
492,12BAEEF5-9C96-445B-9E76-ED9F161D458F,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,54:56.0,,S-P21-LAUN-011,6931,"Multistemmed (2.8, 2.2, 2.65, 2.6, 2.9)",4.5,372,57:47.0,,,2,2,2,1,5,3,35,4,75
493,259B6A18-C326-4922-86D4-EE56F4998CB1,eastern redbud,Cercis,canadensis,NA,CECA4               ,189796,49:56.0,,S-P21-CECA-010,3273,,0.95,371,50:53.0,,,2,3,2,4,5,4,35,3,64
494,FF722DBC-743B-4264-80B2-EEB05D8CA168,sweetgum,Liquidambar,styraciflua,NA,LIST2               ,189796,58:33.0,01:22.0,S-U21-LIST-003,3296,,1.17,442,59:37.0,,,2,1,1,1,1,0,45,5,18
495,6FC67509-81DD-4E3F-A919-EEDB58EA5FCD,eastern redbud,Cercis,canadensis,NA,CECA4               ,179696,11:06.0,01:40.7,S-O18-CECA-014,3273,"Measured at 2'2""",1.5,9,12:31.0,,,2,2,2,2,1,5,45,4,69
497,4F2A33FF-DCDB-45CE-900B-EF7A1B815D7E,eastern redbud,Cercis,canadensis,NA,CECA4               ,203642,44:22.0,38:00.4,S-O18-CECA-005,3273,"DBH taken from 2'2""",1.81,3,48:00.0,,,2,5,NA,NA,100,NA,0,1,71
498,7536A58A-7A9F-42A7-ADD4-F1AB291CBACD,live oak,Quercus,virginiana,NA,QUVI                ,189796,27:27.0,,S-S22-QUVI-011,3349,"Dbh measured at: 3'7""",22.1,435,30:43.0,,,2,2,1,1,10,3,45,4,64
500,AF4A4AB2-2285-4165-8738-F2F2696CE402,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,24:26.0,,S-P21-LAUN-005,6931,,1.05,367,25:48.0,,"Some missing bark at tree base (vertical stripping), resprout at base",2,1,1,1,5,5,35,5,91
503,ED129ED3-2AFF-4F80-B111-F49E24F93D16,willow oak,Quercus,phellos,NA,QUPH                ,189796,33:02.0,23:10.5,S-O18-QUPH-042,3343,Chlorotic leaves,16.6,43,35:21.0,,Epicormic branching,2,2,NA,2,1,3,25,4,83
506,E1421AFA-7D67-4BC8-9EDB-F62A42650190,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,18:36.0,,S-P21-LAUN-040,6931,,1.75,587,55:59.0,55:59.0,,2,1,1,1,5,5,55,5,64
508,E7D27262-8788-4F1F-8ADB-F6C33F1E83AF,unlisted plant,,,NA,,189796,24:03.0,,S-M19-NYSY-019,59420,Nyssa sylvatica,14.4,461,25:10.0,,,2,2,1,2,10,2,45,4,11
509,60E9708E-92DA-4981-B72C-F6E86DCCBF9D,red maple,Acer,rubrum,NA,ACRU                ,189796,02:45.0,,S-S22-ACRU-017,3247,"Dbh measured at: 3'4""",22.1,441,05:21.0,,,2,3,1,2,15,3,45,3,22
510,E95DB159-3EE5-4340-90DD-F744CFD6E51E,red maple,Acer,rubrum,NA,ACRU                ,189796,55:18.0,21:34.4,S-Q21-ACRU-026,3247,,4.5,240,56:58.0,,,2,1,1,2,1,5,35,5,83
512,117F3892-B64B-46EF-B4D4-F9818B5AD637,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,10:35.0,,S-P21-LAUN-002,6931,,2.1,364,11:39.0,,"Some exposed inner wood at trunk base, regrowth from pruning scars",2,2,2,2,5,5,45,4,91
513,BA4B7671-2E9E-42CA-8AA2-F9E486AE82D5,American hornbeam,Carpinus,caroliniana,NA,CACA18              ,189796,55:06.0,,S-R21-CACA-015,3258,,0.9,337,55:47.0,,,2,2,2,2,1,5,45,4,51
514,F69B95B4-2C8B-4AF9-91A3-F9EAA00B2D5F,American elm,Ulmus,americana,NA,ULAM                ,189796,35:43.0,55:09.4,S-Q21-ULAM-002,3358,,4.7,216,37:33.0,,,2,4,2,1,1,5,15,2,79
515,FF458A4E-960B-483E-9E3E-FAA826928598,scarlet oak,Quercus,coccinea,NA,QUCO2               ,189796,31:20.0,,S-M19-QUCO-032,3328,,24.4,466,32:42.0,,"Some galls; discoloration from chlorotic leaves, browning, some spot",2,2,1,2,10,4,35,4,49
516,5875B89E-5F81-42FC-90DD-FAAD3CF43E80,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,46:20.0,,S-P21-ZESE-32,18056,,1.1,392,47:17.0,,,2,5,NA,NA,100,NA,85,1,67
518,829DF958-9B89-4CCC-9087-FDDD83E94224,crapemyrtle,Lagerstroemia,indica,NA,LAIN                ,189796,04:38.0,,S-P21-LAUN-051,6931,"Multistemmed, the other five major stems' DBH are 2.8, 2.75, 2.5, 2.7, 2.6, clockwise. ",3.01,410,07:34.0,,One large broken branch at base.,2,2,1,2,5,3,35,4,64
519,71284A16-4C67-4337-9B34-FE0AAA8D58AE,red maple,Acer,rubrum,NA,ACRU                ,189796,28:26.0,21:49.9,S-Q21-ACRU-020,3247,,5.7,234,30:20.0,,,2,3,1,2,30,5,55,3,70
521,8EB9A245-0603-4DDC-9141-FF8ED8497266,Japanese zelkova,Zelkova,serrata,NA,ZESE80              ,189796,53:57.0,,S-S22-ZESE-015,18056,,1,439,55:38.0,,,2,1,2,2,1,3,45,5,22
